user_id,Time,,,,,,,,,,,,
2,"9/11/17, 23:23",,,,,,,,,,,,
2,"9/11/17, 23:23",,,,,,,,,,,,
2,"9/11/17, 23:23",,,,,,,,,,,,
2,"9/11/17, 23:23",,,,,,,,,,,,
2,"9/11/17, 23:23",,,,,,,,,,,,
2,"9/11/17, 23:23",,,,,,,,,,,,
2,"9/11/17, 23:23",,,,,,,,,,,,
2,"9/11/17, 23:23",,,,,,,,,,,,
2,"9/11/17, 23:23",,,,,,,,,,,,
2,"9/11/17, 23:22",,,,,,,,,,,,
2,"9/11/17, 23:22",,,,,,,,,,,,
21095,"9/11/17, 23:05",,,,,,,,,,,,
21095,"9/11/17, 23:05",,,,,,,,,,,,
21095,"9/11/17, 23:04",,,,,,,,,,,,
21095,"9/11/17, 23:04",,,,,,,,,,,,
21095,"9/11/17, 23:04",,,,,,,,,,,,
12128,"9/11/17, 22:21",,,,,,,,,,,,
12128,"9/11/17, 22:20",,,,,,,,,,,,
25993,"9/11/17, 21:48",,,,,,,,,,,,
25993,"9/11/17, 21:39",,,,,,,,,,,,
25993,"9/11/17, 21:39",,,,,,,,,,,,
25993,"9/11/17, 21:39",,,,,,,,,,,,
25993,"9/11/17, 21:39",,,,,,,,,,,,
25993,"9/11/17, 21:39",,,,,,,,,,,,
25993,"9/11/17, 21:39",,,,,,,,,,,,
26587,"9/11/17, 21:16",,,,,,,,,,,,
26587,"9/11/17, 21:16",,,,,,,,,,,,
26587,"9/11/17, 21:15",,,,,,,,,,,,
26587,"9/11/17, 21:15",,,,,,,,,,,,
26587,"9/11/17, 21:15",,,,,,,,,,,,
26587,"9/11/17, 21:15",,,,,,,,,,,,
26587,"9/11/17, 21:15",,,,,,,,,,,,
26587,"9/11/17, 21:15",,,,,,,,,,,,
26587,"9/11/17, 21:15",,,,,,,,,,,,
26587,"9/11/17, 21:14",,,,,,,,,,,,
21092,"9/11/17, 21:10",,,,,,,,,,,,
21092,"9/11/17, 21:09",,,,,,,,,,,,
21092,"9/11/17, 21:09",,,,,,,,,,,,
21092,"9/11/17, 21:08",,,,,,,,,,,,
25431,"9/11/17, 20:47",,,,,,,,,,,,
21096,"9/11/17, 20:27",,,,,,,,,,,,
26408,"9/11/17, 20:04",,,,,,,,,,,,
26408,"9/11/17, 20:04",,,,,,,,,,,,
26408,"9/11/17, 20:03",,,,,,,,,,,,
26408,"9/11/17, 20:03",,,,,,,,,,,,
26408,"9/11/17, 20:03",,,,,,,,,,,,
26408,"9/11/17, 20:03",,,,,,,,,,,,
26408,"9/11/17, 20:03",,,,,,,,,,,,
26408,"9/11/17, 20:03",,,,,,,,,,,,
26408,"9/11/17, 20:03",,,,,,,,,,,,
26408,"9/11/17, 20:01",,,,,,,,,,,,
26408,"9/11/17, 20:01",,,,,,,,,,,,
26408,"9/11/17, 20:01",,,,,,,,,,,,
26408,"9/11/17, 20:01",,,,,,,,,,,,
26408,"9/11/17, 20:01",,,,,,,,,,,,
26408,"9/11/17, 20:01",,,,,,,,,,,,
26408,"9/11/17, 20:01",,,,,,,,,,,,
26408,"9/11/17, 20:00",,,,,,,,,,,,
26546,"9/11/17, 19:54",,,,,,,,,,,,
26546,"9/11/17, 19:54",,,,,,,,,,,,
26546,"9/11/17, 19:54",,,,,,,,,,,,
26546,"9/11/17, 19:54",,,,,,,,,,,,
26546,"9/11/17, 19:54",,,,,,,,,,,,
26546,"9/11/17, 19:53",,,,,,,,,,,,
26546,"9/11/17, 19:53",,,,,,,,,,,,
26546,"9/11/17, 19:53",,,,,,,,,,,,
26546,"9/11/17, 19:32",,,,,,,,,,,,
26546,"9/11/17, 19:32",,,,,,,,,,,,
26408,"9/11/17, 19:32",,,,,,,,,,,,
26408,"9/11/17, 19:32",,,,,,,,,,,,
26408,"9/11/17, 19:32",,,,,,,,,,,,
26408,"9/11/17, 19:31",,,,,,,,,,,,
26408,"9/11/17, 19:30",,,,,,,,,,,,
26359,"9/11/17, 19:30",,,,,,,,,,,,
26359,"9/11/17, 19:29",,,,,,,,,,,,
26359,"9/11/17, 19:29",,,,,,,,,,,,
26359,"9/11/17, 19:29",,,,,,,,,,,,
26359,"9/11/17, 19:28",,,,,,,,,,,,
26541,"9/11/17, 19:26",,,,,,,,,,,,
26541,"9/11/17, 19:26",,,,,,,,,,,,
26541,"9/11/17, 19:25",,,,,,,,,,,,
26541,"9/11/17, 19:25",,,,,,,,,,,,
26541,"9/11/17, 19:25",,,,,,,,,,,,
26541,"9/11/17, 19:24",,,,,,,,,,,,
25501,"9/11/17, 19:18",,,,,,,,,,,,
25501,"9/11/17, 19:18",,,,,,,,,,,,
25501,"9/11/17, 19:18",,,,,,,,,,,,
25501,"9/11/17, 19:18",,,,,,,,,,,,
25501,"9/11/17, 19:18",,,,,,,,,,,,
26546,"9/11/17, 19:17",,,,,,,,,,,,
26546,"9/11/17, 19:17",,,,,,,,,,,,
25501,"9/11/17, 19:17",,,,,,,,,,,,
25501,"9/11/17, 19:17",,,,,,,,,,,,
25501,"9/11/17, 19:17",,,,,,,,,,,,
25501,"9/11/17, 19:17",,,,,,,,,,,,
25501,"9/11/17, 19:17",,,,,,,,,,,,
25501,"9/11/17, 18:54",,,,,,,,,,,,
25501,"9/11/17, 18:54",,,,,,,,,,,,
25501,"9/11/17, 18:51",,,,,,,,,,,,
26541,"9/11/17, 18:48",,,,,,,,,,,,
25501,"9/11/17, 18:44",,,,,,,,,,,,
25501,"9/11/17, 18:43",,,,,,,,,,,,
25501,"9/11/17, 18:42",,,,,,,,,,,,
25501,"9/11/17, 18:42",,,,,,,,,,,,
25501,"9/11/17, 18:41",,,,,,,,,,,,
26890,"9/11/17, 18:19",,,,,,,,,,,,
26890,"9/11/17, 18:19",,,,,,,,,,,,
26890,"9/11/17, 18:19",,,,,,,,,,,,
26890,"9/11/17, 18:19",,,,,,,,,,,,
26890,"9/11/17, 18:19",,,,,,,,,,,,
26890,"9/11/17, 18:19",,,,,,,,,,,,
26890,"9/11/17, 18:18",,,,,,,,,,,,
26890,"9/11/17, 18:18",,,,,,,,,,,,
26890,"9/11/17, 18:18",,,,,,,,,,,,
26890,"9/11/17, 18:17",,,,,,,,,,,,
26890,"9/11/17, 18:17",,,,,,,,,,,,
26890,"9/11/17, 18:17",,,,,,,,,,,,
26587,"9/11/17, 17:53",,,,,,,,,,,,
26587,"9/11/17, 17:53",,,,,,,,,,,,
26587,"9/11/17, 17:52",,,,,,,,,,,,
26587,"9/11/17, 17:52",,,,,,,,,,,,
26587,"9/11/17, 17:52",,,,,,,,,,,,
26587,"9/11/17, 17:52",,,,,,,,,,,,
26587,"9/11/17, 17:49",,,,,,,,,,,,
26587,"9/11/17, 17:49",,,,,,,,,,,,
25535,"9/11/17, 17:41",,,,,,,,,,,,
25535,"9/11/17, 17:41",,,,,,,,,,,,
25535,"9/11/17, 17:41",,,,,,,,,,,,
25535,"9/11/17, 17:40",,,,,,,,,,,,
25535,"9/11/17, 17:40",,,,,,,,,,,,
25535,"9/11/17, 17:40",,,,,,,,,,,,
25535,"9/11/17, 17:40",,,,,,,,,,,,
25535,"9/11/17, 17:40",,,,,,,,,,,,
25535,"9/11/17, 17:40",,,,,,,,,,,,
25535,"9/11/17, 17:40",,,,,,,,,,,,
25535,"9/11/17, 17:40",,,,,,,,,,,,
25535,"9/11/17, 17:40",,,,,,,,,,,,
25535,"9/11/17, 17:40",,,,,,,,,,,,
25535,"9/11/17, 17:40",,,,,,,,,,,,
26890,"9/11/17, 17:40",,,,,,,,,,,,
25535,"9/11/17, 17:39",,,,,,,,,,,,
26890,"9/11/17, 17:39",,,,,,,,,,,,
25304,"9/11/17, 17:05",,,,,,,,,,,,
25304,"9/11/17, 17:05",,,,,,,,,,,,
25304,"9/11/17, 17:05",,,,,,,,,,,,
25304,"9/11/17, 17:05",,,,,,,,,,,,
25304,"9/11/17, 17:05",,,,,,,,,,,,
25304,"9/11/17, 17:05",,,,,,,,,,,,
25304,"9/11/17, 17:04",,,,,,,,,,,,
25535,"9/11/17, 17:04",,,,,,,,,,,,
25304,"9/11/17, 17:04",,,,,,,,,,,,
25535,"9/11/17, 17:04",,,,,,,,,,,,
25194,"9/11/17, 17:03",,,,,,,,,,,,
25194,"9/11/17, 17:03",,,,,,,,,,,,
25194,"9/11/17, 17:03",,,,,,,,,,,,
25194,"9/11/17, 17:03",,,,,,,,,,,,
25194,"9/11/17, 17:02",,,,,,,,,,,,
25194,"9/11/17, 17:02",,,,,,,,,,,,
25194,"9/11/17, 17:02",,,,,,,,,,,,
25194,"9/11/17, 17:02",,,,,,,,,,,,
25194,"9/11/17, 17:02",,,,,,,,,,,,
25194,"9/11/17, 17:02",,,,,,,,,,,,
25194,"9/11/17, 17:02",,,,,,,,,,,,
25194,"9/11/17, 17:02",,,,,,,,,,,,
25194,"9/11/17, 17:01",,,,,,,,,,,,
25194,"9/11/17, 17:01",,,,,,,,,,,,
25194,"9/11/17, 17:01",,,,,,,,,,,,
25303,"9/11/17, 16:50",,,,,,,,,,,,
25303,"9/11/17, 16:49",,,,,,,,,,,,
25303,"9/11/17, 16:49",,,,,,,,,,,,
25303,"9/11/17, 16:49",,,,,,,,,,,,
25303,"9/11/17, 16:48",,,,,,,,,,,,
25303,"9/11/17, 16:48",,,,,,,,,,,,
25303,"9/11/17, 16:47",,,,,,,,,,,,
25303,"9/11/17, 16:47",,,,,,,,,,,,
25303,"9/11/17, 16:46",,,,,,,,,,,,
25303,"9/11/17, 16:44",,,,,,,,,,,,
25303,"9/11/17, 16:44",,,,,,,,,,,,
25303,"9/11/17, 16:43",,,,,,,,,,,,
25303,"9/11/17, 16:24",,,,,,,,,,,,
25303,"9/11/17, 16:23",,,,,,,,,,,,
25303,"9/11/17, 16:21",,,,,,,,,,,,
25303,"9/11/17, 16:20",,,,,,,,,,,,
25303,"9/11/17, 16:20",,,,,,,,,,,,
25303,"9/11/17, 16:20",,,,,,,,,,,,
25303,"9/11/17, 16:20",,,,,,,,,,,,
25303,"9/11/17, 16:20",,,,,,,,,,,,
25303,"9/11/17, 16:20",,,,,,,,,,,,
25303,"9/11/17, 16:20",,,,,,,,,,,,
25303,"9/11/17, 16:19",,,,,,,,,,,,
25303,"9/11/17, 16:19",,,,,,,,,,,,
25303,"9/11/17, 16:18",,,,,,,,,,,,
25303,"9/11/17, 16:18",,,,,,,,,,,,
25303,"9/11/17, 16:18",,,,,,,,,,,,
